"contact_id","person_id","address","lat","lon","formatted_address","partial_match","address_type","location_type","postcode_localities","landmark_only","landmark"
"779315","859891","liberty boulevard and long beach boulevard, south gate, ca, , United States",33.9619763,-118.2241739,"Liberty Blvd & Long Beach Blvd, South Gate, CA 90280, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"783293","864357","8800 washington boulevard, culver city, ca, , United States",34.0281854,-118.3865623,"8800 Washington Blvd, Culver City, CA 90232, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"783293","864361","8800 washington boulevard, culver city, ca, , United States",34.0281854,-118.3865623,"8800 Washington Blvd, Culver City, CA 90232, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"783293","864362","8800 washington boulevard, culver city, ca, , United States",34.0281854,-118.3865623,"8800 Washington Blvd, Culver City, CA 90232, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"783293","864363","8800 washington boulevard, culver city, ca, , United States",34.0281854,-118.3865623,"8800 Washington Blvd, Culver City, CA 90232, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"785636","866946","2300 e avenue r, palmdale, ca, , United States",34.5727323,-118.0878818,"2300 E Ave R, Palmdale, CA 93550, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"789532","871310","8800 washington boulevard, culver city, ca, , United States",34.0281854,-118.3865623,"8800 Washington Blvd, Culver City, CA 90232, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"789532","871311","8800 washington boulevard, culver city, ca, , United States",34.0281854,-118.3865623,"8800 Washington Blvd, Culver City, CA 90232, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"789532","871314","8800 washington boulevard, culver city, ca, , United States",34.0281854,-118.3865623,"8800 Washington Blvd, Culver City, CA 90232, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"789532","871315","8800 washington boulevard, culver city, ca, , United States",34.0281854,-118.3865623,"8800 Washington Blvd, Culver City, CA 90232, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"791332","873266","firestone boulevard and studebaker, downey, ca, , United States",33.9220472,-118.0993132,"Studebaker Rd & Firestone Blvd, Norwalk, CA 90650, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"793261","875421","imperial highway and pioneer boulevard, norwalk, ca, , United States",33.9170308,-118.0818892,"Imperial Hwy. & Pioneer Blvd, Norwalk, CA 90650, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"798181","880867","century boulevard and central avenue, unincorporated area-los angeles county, ca, , United States",33.9456486,-118.2541025,"S Central Ave & Century Blvd, Los Angeles, CA 90002, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"797465","880084","2400 w 6th street, los angeles, ca, , United States",34.06114,-118.27878,"2400 W 6th St, Los Angeles, CA 90057, USA",NA,"street_address","ROOFTOP",NA,0,NA
"803434","886791","18600 bloomfield avenue, cerritos, ca, , United States",33.8631745,-118.0614887,"18600 Bloomfield Ave, Artesia, CA 90703, USA",NA,"premise","ROOFTOP",NA,0,NA
"804806","888316","75th street and central avenue, unincorporated area-los angeles county, ca, , United States",33.9723251,-118.2564201,"E 75th St & S Central Ave, Los Angeles, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"807129","890865","azusa and pepper brook, hacienda heights, ca, , United States",33.9934373,-117.9314715,"Pepper Brook Way & S Azusa Ave, Hacienda Heights, CA 91745, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"808715","892636","11500 long beach boulevard, lynwood, ca, , United States",33.9233689,-118.2088813,"11500 Long Beach Blvd, Lynwood, CA 90262, USA",NA,"premise","ROOFTOP",NA,0,NA
"813588","897975","119th street and wilmington avenue, los angeles, ca, , United States",33.924616,-118.2390074,"E 119th St & Wilmington Ave, Willowbrook, CA 90059, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"816546","901216","50th St West and Ave M 8, quartz hill, ca, , United States",34.6455897,-118.2184121,"50th St W & W Avenue M, Quartz Hill, CA 93536, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"818165","903026","6000 avenida padilla, irwindale, ca, , United States",34.1285737,-117.931754,"Avenida Padilla, Irwindale, CA, USA",NA,"route","GEOMETRIC_CENTER",NA,0,NA
"819636","904707","67th street and wilmington avenue, unincorporated area-los angeles county, ca, , United States",33.9788103,-118.2389832,"Wilmington Ave & E 67th St, Florence-Graham, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"819669","904741","la verne and whittier, east los angeles, ca, , United States",34.0215426,-118.1626271,"Whittier Blvd & S La Verne Ave, East Los Angeles, CA 90022, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"819571","904643","14600 denker avenue, gardena, ca, , United States",33.898984,-118.3047964,"14600 Denker Ave, Gardena, CA 90247, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"820180","905276","beechwood avenue and fernwood boulevard, lynwood, ca, , United States",33.9298527,-118.2197692,"Beechwood Ave & Fernwood Ave, Lynwood, CA 90262, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"822871","908209","el segundo boulevard and alameda street, compton, ca, , United States",33.9162132,-118.223543,"Alameda St & El Segundo Blvd, Compton, CA 90222, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"825070","910646","84th street and central avenue, unincorporated area-los angeles county, ca, , United States",33.9628963,-118.2564161,"E 84th St & S Central Ave, Los Angeles, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"828704","914638","5800 fulton avenue, valley glen, ca, 91401, United States",34.175563,-118.4204249,"5800 Fulton Ave, Valley Glen, CA 91401, USA",NA,"street_address","ROOFTOP",NA,0,NA
"828935","914897","el segundo boulevard and wilmington avenue, unincorporated area-los angeles county, ca, , United States",33.9162843,-118.2391431,"N Wilmington Ave & El Segundo Blvd, Compton, CA 90222, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"829544","915587","gage avenue and santa fe avenue, huntington park, ca, , United States",33.9816393,-118.2302622,"Santa Fe Ave & Gage Ave, Huntington Park, CA 90255, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"829414","915438","7200 graham avenue, unincorporated area-los angeles county, ca, , United States",33.9624928,-118.243125,"7200 Graham Ave, Los Angeles, CA 90001, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"831503","917694","firestone boulevard and holmes avenue, los angeles, ca, , United States",33.9601515,-118.2408364,"Holmes Ave & Firestone Blvd, Florence-Graham, CA 90001, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"832400","918686","13800 rayen street, los angeles, ca, 91331, United States",34.2351698,-118.433971,"13800 Rayen St, Pacoima, CA 91331, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"834455","920956","maple and lake, pasadena, ca, , United States",34.1523348,-118.132283,"N Lake Ave & E Maple St, Pasadena, CA 91106, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"834544","921053","6500 rosemead boulevard and carron drive, pico rivera, ca, 90660, United States",33.9867796,-118.0939775,"6500 Rosemead Blvd, Pico Rivera, CA 90660, USA",NA,"street_address","ROOFTOP",NA,0,"knights inn motel"
"833600","920013","6000 ladera park avenue, unincorporated area-los angeles county, ca, 90056, United States",33.9858962,-118.3586937,"6000 Ladera Park Ave, Windsor Hills, CA 90056, USA",TRUE,"street_address","RANGE_INTERPOLATED",NA,0,NA
"834742","921260","florence avenue and graham avenue, unincorporated area-los angeles county, ca, , United States",33.974704,-118.2427854,"Florence Ave & Graham Ave, Florence-Graham, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"840982","928176","76th street and central avenue, unincorporated area-los angeles county, ca, , United States",33.9715262,-118.2564213,"E 76th St & S Central Ave, Los Angeles, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"840989","928181","florence avenue and converse avenue, unincorporated area-los angeles county, ca, , United States",33.9747118,-118.2440538,"Florence Ave & Converse Ave, Florence-Graham, CA 90001, USA",TRUE,"intersection","GEOMETRIC_CENTER",NA,0,NA
"844093","931671","800 w 47th street, los angeles, ca, 90037, United States",34.0005771,-118.2871338,"800 W 47th St, Los Angeles, CA 90037, USA",NA,"street_address","RANGE_INTERPOLATED",NA,0,NA
"843544","931062","alondra boulevard and kemp avenue, compton, ca, , United States",33.8885595,-118.2392977,"S Kemp Ave & Alondra Blvd, Compton, CA 90220, USA",NA,"intersection","GEOMETRIC_CENTER",NA,0,NA
"594165","654596","piru st/central ave., unincorporated compton, ca, 90220, United States",33.9087124856926,-118.254486707896,NA,NA,NA,NA,NA,1,"piru st/central ave."
"626948","690637","citrus pax, unincorporated azusa, ca, , United States",34.136828428033,-117.891669438839,NA,NA,NA,NA,NA,1,"citrus pax"
"698281","769729","rail op center, willowbrook, ca, , United States",33.9287561477053,-118.237174349303,NA,NA,NA,NA,NA,1,"rail op center"
"705243","777550","willowbrook pax, willowbrook, ca, , United States",33.9277947196442,-118.237474743142,NA,NA,NA,NA,NA,1,"willowbrook pax"
"744066","820937","el monte metrolink station, el monte, ca, 91750, United States",34.0769835369169,-118.036011830569,NA,NA,NA,NA,NA,1,"el monte metrolink station"
